"province","date","confirmed","deaths","recovered","tested","ICU","hospital","population","Lat","Long","confirmed_dailyAvg7","confirmed_1M","deaths_dailyAvg7","deaths_1M","caseFatality","recovered_dailyAvg7","recovered_1M","tested_daily","tested_1M"
"Newfoundland and Labrador",2020-04-01,175,1,10,2816,0,15,523790,53.1355,-57.6604,15.4285714285714,334.103362034403,0.142857142857143,1.90916206876802,0.571428571428571,1.42857142857143,19.0916206876802,241,5376.20038565074
"Nova Scotia",2020-04-01,173,0,11,6764,0,0,965382,44.682,-63.7443,15,179.203672743018,0,0,0,1.28571428571429,11.3944531801919,854,7006.55284643799
"Northwest Territories",2020-04-01,2,0,0,1109,0,0,44598,64.8255,-124.8457,0.142857142857143,44.8450603166061,0,0,0,0,0,18,24866.5859455581
"Ontario",2020-04-01,2851,71,689,57874,145,332,14446515,51.2538,-85.3232,309,197.348633909285,8.28571428571429,4.91468011489276,2.49035426166257,97.2857142857143,47.6931633684664,6245,4006.0872812578
"Prince Edward Island",2020-04-01,21,0,3,870,0,0,154748,46.5107,-63.4168,2.28571428571429,135.704500219712,0,0,0,0.428571428571429,19.3863571742446,32,5622.04358053093
"Quebec",2020-04-01,4611,33,155,75463,82,307,8433301,52.9399,-73.5491,467.428571428571,546.760989557944,3.85714285714286,3.91305848089615,0.715679895901106,22,18.3795171072395,2322,8948.21612557171
"Repatriated",2020-04-01,13,0,9,0,0,0,0,0,0,0,Inf,0,NA,0,1.14285714285714,Inf,0,NA
"Saskatchewan",2020-04-01,193,3,30,10528,1,4,1168423,52.9399,-106.4509,15.2857142857143,165.179904880339,0.428571428571429,2.56756328829542,1.55440414507772,4.28571428571429,25.6756328829542,402,9010.43543305806
"Yukon",2020-04-01,6,0,3,722,0,0,40369,64.2823,-135,0.428571428571429,148.628898412148,0,0,0,0.428571428571429,74.314449206074,34,17885.0107755951
"Canada",2020-04-01,10190,145,1676,268000,318,846,37949851,56.130367,-106.346771,968.714285714286,268.512253183814,15.7142857142857,3.82083186571668,1.42296368989205,211.142857142857,44.1635462547666,17631,7061.95131042807
"Alberta",2020-04-02,968,13,174,57096,20,44,4345737,53.9333,-116.5765,68.8571428571428,222.747027719349,1.57142857142857,2.99143735573506,1.34297520661157,21,40.0392384536846,3955,13138.3928663884
"British Columbia",2020-04-02,1121,31,641,45966,68,149,5020302,53.7267,-127.6476,56.5714285714286,223.293339723387,2.42857142857143,6.17492732508921,2.76538804638715,65,127.681561786522,1327,9156.02288467905
"Manitoba",2020-04-02,167,1,11,11327,3,4,1360396,53.7609,-98.8139,18.7142857142857,122.758373297187,0.142857142857143,0.735080079623874,0.598802395209581,1.57142857142857,8.08588087586262,1283,8326.25206189962
"New Brunswick",2020-04-02,91,0,22,4520,0,0,772094,46.5653,-66.4619,8.28571428571428,117.861296681492,0,0,0,3.14285714285714,28.493939857064,490,5854.20946154225
"Newfoundland and Labrador",2020-04-02,183,1,10,2929,4,11,523790,53.1355,-57.6604,14.4285714285714,349.376658584547,0.142857142857143,1.90916206876802,0.546448087431694,1.42857142857143,19.0916206876802,113,5591.93569942152
"Nova Scotia",2020-04-02,193,0,16,7639,0,0,965382,44.682,-63.7443,17.1428571428571,199.920860343367,0,0,0,2,16.5737500802791,875,7912.92980395325
"Northwest Territories",2020-04-02,2,0,0,1167,0,0,44598,64.8255,-124.8457,0.142857142857143,44.8450603166061,0,0,0,0,0,58,26167.0926947397
"Ontario",2020-04-02,3288,85,831,62733,167,405,14446515,51.2538,-85.3232,347.142857142857,227.598143912217,10,5.88377196853359,2.58515815085158,117.571428571429,57.5225235982519,4859,4342.43137531785
"Prince Edward Island",2020-04-02,22,0,3,958,0,0,154748,46.5107,-63.4168,1.85714285714286,142.166619277794,0,0,0,0.285714285714286,19.3863571742446,88,6190.7100576421
"Quebec",2020-04-02,5518,36,224,79413,96,365,8433301,52.9399,-73.5491,555.571428571429,654.310809017726,4,4.26879107006853,0.652410293584632,31.8571428571429,26.5613666582042,3950,9416.597367982
"Repatriated",2020-04-02,13,0,10,0,0,0,0,0,0,0,Inf,0,NA,0,1.28571428571429,Inf,0,NA
"Saskatchewan",2020-04-02,206,3,36,11395,1,4,1168423,52.9399,-106.4509,15.8571428571429,176.306012462952,0.428571428571429,2.56756328829542,1.45631067961165,4.71428571428571,30.810759459545,867,9752.46122337544
"Yukon",2020-04-02,6,0,3,722,0,0,40369,64.2823,-135,0.428571428571429,148.628898412148,0,0,0,0.428571428571429,74.314449206074,0,17885.0107755951
"Canada",2020-04-02,11778,170,1981,285865,359,982,37949851,56.130367,-106.346771,1105,310.356949754559,18.7142857142857,4.47959598049542,1.44336899303787,250.285714285714,52.2004684550672,17865,7532.70414684896
"Alberta",2020-04-03,1075,18,196,61960,19,46,4345737,53.9333,-116.5765,76.1428571428571,247.368858262707,2.28571428571429,4.14199018486393,1.67441860465116,23.2857142857143,45.1016709018516,4864,14257.6506585649
"British Columbia",2020-04-03,1174,35,673,47352,64,164,5020302,53.7267,-127.6476,54.5714285714286,233.850473537249,2.71428571428571,6.97169214122975,2.98126064735945,56.8571428571429,134.055680315646,1386,9432.10189347175
"Manitoba",2020-04-03,182,2,11,11952,4,5,1360396,53.7609,-98.8139,20.4285714285714,133.784574491545,0.142857142857143,1.47016015924775,1.0989010989011,1.57142857142857,8.08588087586262,625,8785.67711166455
"New Brunswick",2020-04-03,95,0,25,4906,0,0,772094,46.5653,-66.4619,7.14285714285714,123.04201301914,0,0,0,3.42857142857143,32.3794771103,386,6354.14858812528
"New Brunswick",2020-04-03,95,0,25,4906,0,0,772094,46.5653,-66.4619,6.28571428571428,123.04201301914,0,0,0,3.28571428571429,32.3794771103,0,6354.14858812528
"Newfoundland and Labrador",2020-04-03,195,1,11,3201,4,11,523790,53.1355,-57.6604,13.2857142857143,372.286603409763,0.142857142857143,1.90916206876802,0.512820512820513,1.42857142857143,21.0007827564482,272,6111.22778212643
"Nova Scotia",2020-04-03,207,0,21,8441,0,5,965382,44.682,-63.7443,16.7142857142857,214.422891663611,0,0,0,2.57142857142857,21.7530469803663,802,8743.68902672724
"Northwest Territories",2020-04-03,4,0,1,1258,0,0,44598,64.8255,-124.8457,0.428571428571429,89.6901206332123,0,0,0,0.142857142857143,22.4225301583031,91,28207.5429391453
